Report Submission Source,Multiple Rows per Incident,Report Number,Carrier/Reporter Name,Incident Route,Incident City,Incident State,Date of Incident,Time of Incident,Quantity Released,Unit of Measure,Identification Number,Commodity Long Name,Hazardous Class,Total Hazmat Fatalities,Total Hazmat Hosp Injuries,Total Hazmat NonHosp Injuries,Total Amount of Damages,Shipper Name,Origin City,Origin State,Mode of Transportation,Identification Markings,Cont1 Material of Construction,Cont1 Packaging Type,Cont1 Package Capacity,Cont1 Package Capacity UOM,Cont1 Pkg Number in Shipment,Cont1 Pkg Shipment Nbr Failed,Cont2 Material of Construction,Cont2 Package Type,Cont2 Package Capacity,Cont2 Capacity UOM Reported,Cont2 Pkg Number in Shipment,Cont2 Pkg Shipment Nbr Failed,What Failed Description,How Failed Description,Failure Cause Description,Description of Events,HMIS Serious Incident Ind,HMIS Serious Bulk Release,HMIS Serious Evacuations,HMIS Serious Fatality,HMIS Serious Flight Plan,HMIS Serious Injury,HMIS Serious Major Artery,HMIS Serious Marine Pollutant,HMIS Serious Radioactive
Paper,No,I-1990120637,MR WALLEY TRUCKING,CONNECTICUT ANE & NST N W,WASHINGTON,DC,12/21/1990,0530,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,57,MR WALLEY TRUCKING,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,6000,LGA,1,1,,,,,,,,,Overfilled,THE ENGINEER FOR THE BUILDING ORDERED 600 GALLONS FOR THE TANK WHEN THE DRIVER ARRIVED AT THE BUILDING HE HAD INSTRUCTIONS TO DELIVER THE AMOUNT ORDERED.  THE DRIVER ARRIVED SND STARTED DELVIERY AT APROX. 0445. DUE TO THE DESIGN AND INSTALLATION OF THIS TANK THERE IS NO PROVISION MADE FOR THE DRIVER TO GAUGE THE TANK  THE ENGINEER HAS THE RESPONSIBILITY TO GAUGE THE TANK AND ORDER ONLY AN AMOUNT THAT THE TANK WILL HOLD. THE TANK WOULD NOT HOLD THE AMOUNT THAT THE ENGINEER ORDERED RESULTING  IN THE OVERFILL AND SPILL ,No,No,No,No,No,No,No,No,No
Paper,No,I-2002100925,GRIFFITH ENERGY SERVICES  INC.,2101 16TH ST  NW,WASHINGTON,DC,09/19/2002,1300,1,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,26,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3400,LGA,1,1,,,,,,,,,,NOZZLE KICKED OPEN WHILE DRIVER WAS REELING IN HOSE  CAUSING A SMALL OUTAGE WHICH WAS CONTAINED  CLEANED UP AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1975090378,EASTERN FREIGHT WAYS INC,,WASHINGTON,DC,08/15/1975,,0,,NA1760,WATER TREATMENT COMPOUNDS  LIQUID,CORROSIVE MATERIAL,0,0,0,0,OLIN CORP,PATERSON,NEW JERSEY,Highway,,,,30,LGA,2,1,,,,,,,Basic Material,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1987030516,EASTERN MOTOR TRANSPORT INC,,WASHINGTON,DC,03/18/1987,,5,LGA,UN1203,GASOLINE INCLUDES GASOLINE MIXED WITH ETHYL ALCOHOL  WITH NOT MORE THAN 10% ALCOHOL,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,EXXON CORP,NEWINGTON,VIRGINIA,Highway,,,,,,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Defective Component or Device; Vehicular Crash or Accident Damage,,No,No,No,No,No,No,No,No,No
Web,No,E-2006070241,GRIFFITH ENERGY SERVICES  INC.,601 E Street,WASHINGTON,DC,04/03/2006,1015,8,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,2800,LGA,1,1,,,,,,,Vent,Leaked,Overfilled,DRIVER WAS MAKING DELIVERY UNDER THE INSTRUCTION OF ONSITE ENGINEER AND OVERFILL OCCURRED. 8 GALLONS OF PRODUCT SPILLED INTO CONTAINMENT AREA. REMEDIATION COMPANY WAS DISPATCHED AND PRODUCT WAS PUMPED OUT OF CONTAINMENT.,No,No,No,No,No,No,No,No,No
Paper,No,I-1985070174,COVINGTON THERESA,,WASHINGTON,DC,07/02/1985,,0,,UN2672,AMMONIA SOLUTION  RELATIVE DENSITY BETWEEN 0.880 AND 0.957 AT 15 DEGREES C IN WATER  WITH MORE THAN 10 PERCENT BUT NOT MORE THAN 35 PERCENT AMMONIA,CORROSIVE MATERIAL,0,0,0,0,OZALID CORP,VESTAL,NEW YORK,Highway,,,,2,LGA,1,1,,,2,LGA,1,1,,Punctured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1987090225,STEUART PETROLEUM CO,,WASHINGTON,DC,08/19/1987,,600,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART PETROLEUM CO,BETHESDA,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1980120604,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,12/11/1980,,0,,UN1263,PAINT RELATED MATERIAL INCLUDING PAINT THINNING  DRYING  REMOVING  OR REDUCING COMPOUND,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,DESOTO INC,BERKELEY,CALIFORNIA,Highway,,,,4,LGA,3,1,,,1,LGA,20,1,,,Defective Component or Device,,No,No,No,No,No,No,No,No,No
Web,No,E-2009040352,GRIFFITH ENERGY SERVICES  INC.,1400 IRVING ST,WASHINGTON,DC,01/13/2009,1015,30,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,500,LGA,1,1,,,,,,,Vent,Leaked,Overfilled,DELIVERY WAS MADE TO CUSTOMER ACCOUNT AND OVERFILL OF OIL OCCURED CAUSING OIL TO COME OUT OF VENT AND INTO CONTAINMENT AREA. REMEDIATION COMPANY WAS CONTACTED AND OIL WAS PROPERLY CLEANED  CONTAINED AND DISPOSED OF. ONSITE ENGINEERS WERE NOT PROPERLY GAUGING FILL WHILE DELIVERY WAS BEING MADE.,No,No,No,No,No,No,No,No,No
Paper,No,I-1978041105,BOSS-LINCO LINES INC,,WASHINGTON,DC,04/18/1978,,0,,UN1760,CORROSIVE LIQUIDS  N.O.S.,CORROSIVE MATERIAL,0,0,0,0,EASTMAN KODAK COMPANY,ROCHESTER,NEW YORK,Highway,,,,,,672,1,,,,,672,1,Basic Material,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110188,STEUART FETROLEUM,,WASHINGTON,DC,01/20/1983,,40,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART PETROLEUM,BETHESDA,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1973040221,MTR FREIGHT EXP,,WASHINGTON,DC,04/02/1973,,0,,UN1987,ALCOHOLS  N.O.S.,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,U S INDUSTRIAL CHE,NEWARK,NEW JERSEY,Highway,,,,55,LGA,13,1,,,,,,,,Punctured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1985020015,BALTIMORE TANK LINES INC,,WASHINGTON,DC,01/26/1985,,15,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,SHELL OIL COMPANY,CURTIS BAY,MARYLAND,Highway,,,,8200,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Web,No,E-2017010087,CARROLL INDEPENDENT FUEL  LLC,515 NEW YORK AVENUE NE,WASHINGTON,DC,12/08/2016,1132,1,LGA,UN1993,FLAMMABLE LIQUIDS  N.O.S.,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,CARROLL INDEPENDENT FUEL  LLC,BALTIMORE,MARYLAND,Highway,N/A,,,,,1,1,,,,,,,Vent,Failed to Operate,Over-pressurized,DRIVER WAS MAKING A DELIVERY TO A 4 000 GALLON UST AFTER DELIVERING APPROXIMATELY 200 GALLONS PRESSURE BUILT UP CAUSING ABOUT 1 GALLON OF PRODUCT TO COME OUT OF THE VENT PIPE.  TANK WAS NOT FUEL  CUSTOMER WILL HAVE PIPING REPAIRED BEFORE NEXT DELIVERY.    DRIVER CLEANED UP WITH SPILL PADS AND STAY DRY.    NOTIFIED ME ON 12/8/16 @ 1312 HOURS  REPORTED TO JUSTIN.,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110212,STEUART PETROLEUM CO,,WASHINGTON,DC,11/03/1982,,50,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1998020304,GRIFFITH ENERGY SERVICES  INC.,2021 K ST NW,WASHINGTON,DC,01/30/1998,0930,3,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,253,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3400,LGA,1,1,,,,,,,,,,WHILE DRIVER WAS FILLING TANK OIL CAME OUT OF THE VENT PIPE AT THE COMPLETION OF THE TANK BEING FILLED.  THE OIL WAS CONTAINED AND THE SPILL MATERIAL WERE PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1997090196,GRIFFITH ENERGY SERVICES  INC.,2100 I STREET NW,WASHINGTON,DC,08/22/1997,0725,8,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,107,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3800,LGA,1,1,,,,,,,,,,WHILE DRIVER WAS FILLING TANK OIL CAME OUT OF THE FILL PIPE ON TO THE GROUND. THE SPILL WAS CONTAINED AND THE MATERIALS CLEANED UP AND DISPOSED OF PROPERLY.,No,No,No,No,No,No,No,No,No
Paper,No,I-1980090233,DAVIDSON TRANSFER & STORAGE CO,,WASHINGTON,DC,08/13/1980,,1,LGA,UN1805,PHOSPHORIC ACID SOLUTION,CORROSIVE MATERIAL,0,0,0,0,NATIONAL CHEMSEARCH CORP,MONMOUTH JCT,NEW JERSEY,Highway,,,,30,LGA,1,1,,,30,LGA,1,1,,,Dropped,,No,No,No,No,No,No,No,No,No
Paper,No,I-1989030114,GRIFFITH CONSUMERS CO,,WASHINGTON,DC,02/23/1989,,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH CONSUMERS CO,CHEVERLY,MARYLAND,Highway,,,,4500,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1974080410,MOTOR FREIGHT EXPRESS INC,,WASHINGTON,DC,08/03/1974,,0,,NA1993,SOLVENT  N.O.S.,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,BELL & HOWELL,CHICAGO,ILLINOIS,Highway,,,,,,,,,,50,SLB,35,1,,,Dropped,,No,No,No,No,No,No,No,No,No
Paper,No,I-1979071173,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,07/02/1979,,0,,UN1830,SULFURIC ACID,CORROSIVE MATERIAL,0,0,0,0,FISHER SCIENTIFIC CO.,BRIDGEWATER,NEW JERSEY,Highway,,,,,,4,1,,,,,4,1,Basic Material,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1976090057,MC LEAN TRUCKING COMPANY,,WASHINGTON,DC,08/16/1976,,0,,UN1789,HYDROCHLORIC ACID  SOLUTION,CORROSIVE MATERIAL,0,0,0,0,CALGON CORP,UNKNOWN,PENNSYLVANIA,Highway,,,,4,LGA,5,3,,,1,LGA,20,9,; ; ,; ; ,Defective Component or Device; Inadequate Blocking and Bracing; Inadequate Blocking and Bracing,,No,No,No,No,No,No,No,No,No
Paper,No,I-1999040492,GRIFFITH ENERGY SERVICES  INC.,2030 M ST NW,WASHINGTON,DC,03/31/1999,1545,150,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,200,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,2800,LGA,1,1,,,,,,,,,,ELECTRICAL DEVICE TO WARN WHEN TANK IS FULL  FAILED CAUSING OIL TO ESCAPE INTO A DIKES CONTAMINATED AREA.  ALL WAS CONTAINED  AND RECOVERED.,Yes,Yes,No,No,No,No,No,No,No
Paper,Yes,I-1983010301,DELTA CHEMICAL CORP,BLUE PLAINS,WASHINGTON,DC,01/27/1982,,0,,NA1760,ORM-B  N.O.S.,MISCELLANEOUS HAZARDOUS MATERIAL,0,0,0,0,DELTA CHEMICAL CORPORATION,BALTIMORE,MARYLAND,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1992070214,USAIR (ALLEGHANY) INC,WASHINGTON NATIONAL AIRPORT,WASHINGTON,DC,06/04/1992,2345,0.25,LGA,UN2209,FORMALDEHYDE  SOLUTIONS,MISCELLANEOUS HAZARDOUS MATERIAL,0,0,3,0,COMMAND 130TH STATION HOSPITAL,,,Air,,,,1,LGA,1,1,,,1,LGA,1,1,Basic Material,Burst or Ruptured,,ON JUNE 4  1992  B. SAMPLES  M. MCGINNIS  S. SOMMER AND B. HOLLIS MET USAIR FLIGHT 1710.  THE PASSENGER BAGS WERE OFFLOADED FROM THE REAR BIN. B. HOLLIS BEN DROVE A BELT LOADER UP THE FORWARD BIN.  M. MCGINNIS OPENED THE BIN DOOR AND CLIMBED INSIDE.  B. HOLLIS WALKED UP TO THE DOOR INQUIRING IF THERE WERE ANY BAGS.  M. MCGINNIS SAID NO  BUT HER EYES WERE BURNING.  B. HOLLIS TOLD HER TO CLIMB OUT AND HE WOULD GET IN.  AFTER DOING SO  HIS EYES BEGAN TO BURN.  HE CLIMBED OUT AND TOLD THE MAIN RUNNER (S. SOMMER)  AND THEN HE WALKED TO THE REAR AND ADVISED B. SAMPLES.  S. SOMMER PULLED HIS TUG UP TO THE BELT LOADER TO GET READY TO ASSIST WITH OFFLOADING THE MAIL B. SAMPLES WAS INFORMED THAT THERE WAS A NASTY SMELL IN THE FRONT BIN.  HE WENT TO THE FRONT BIN  JUMPED IN  AND QUICKLY JUMPED BACK OUT TO THE GROUND WITH HIS EYES WATERING AND GASPING FOR BREATH.  S. SOMMER PICKED UP THE RED SACK OF MAIL  THE BOTTOM OF THE BAG WAS SOAKED WITH SOME SORT OF CHEMICAL.  HE COULD SMELL FUMES ERE IRRITATING TO HIS EYE.  B. SAMPLES REQUESTED THE FIRE DEPT'S HELP IN CHECKING IT OUT.,No,No,No,No,No,No,No,No,No
Paper,No,I-1979091688,PRESTON TRUCKING COMPANY  INC.,,WASHINGTON,DC,09/07/1979,,0,,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,0,0,PRUDENTIAL CHEMICAL CORP,NEW YORK,NEW YORK,Highway,,,,1,LGA,1,1,,,1,LGA,1,1,,,Inadequate Blocking and Bracing,,No,No,No,No,No,No,No,No,No
Paper,No,I-1983050127,PILOT FREIGHT CARRIERS,,WASHINGTON,DC,04/21/1983,,0,,NA1760,COMPOUNDS  CLEANING LIQUID,CORROSIVE MATERIAL,0,0,0,0,THE BULLEN COMPANIES,FOLCROFT,PENNSYLVANIA,Highway,,,,4,LGA,1,1,,,1,LGA,4,1,,Punctured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1976080834,MC LEAN TRUCKING COMPANY,,WASHINGTON,DC,08/12/1976,,0,,UN1760,CORROSIVE LIQUIDS  N.O.S.,CORROSIVE MATERIAL,0,0,0,0,CURTIN MATHESON SCIENTIFIC,ATLANTA,GEORGIA,Highway,,,,,,6,1,,,,,36,2,,,Dropped,,No,No,No,No,No,No,No,No,No
Paper,No,I-1990100858,GRIFFITH ENERGY SERVICES  INC.,900 M ST S E,WASHINGTON,DC,10/08/1990,1015,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,25,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,4500,LGA,1,1,,,,,,,,,Overfilled,DRIVER MADE DELIVERY TO THE WRONG TANK.  TWO TANKS AT THE LOCATION; 1-2000 GALLON CAPACITY.  1-550 GALLON CAPACITY. ENGINEER SHOWED DRIVER WHERE FILL WAS  DRIVER DELIVERED TO WHAT HE THOUGHT WAS A 2OO GALLON TANK  WHEN IN REALITY IT WAS ONLY 550 GALLONS IN CAPACITY.  OIL CAME OUT OF VENT PIPE WHEN TANK WAS FULL.  SPILL WAS  CONTAINED BY DRIVER AND TICKET WAS MARKED INDICATING 2 TANKS.,No,No,No,No,No,No,No,No,No
Paper,No,I-1999111233,GRIFFITH ENERGY SERVICES  INC.,600 D ST SE,WASHINGTON,DC,10/25/1999,1715,2,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,2,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3400,LGA,1,1,,,,,,,,,,SMALL OUTAGE WAS DISCOVERED WHICH WAS CONTAINED  CLEANED UP AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1991081052,GRIFFITH ENERGY SERVICES  INC.,4100 W STREET NW,WASHINGTON,DC,08/14/1991,0900,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,268,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,4500,LGA,1,1,,,,,,,,,Loose Closure  Component  or Device,DRIVER WAS FILLING TANK AT 4100 W ST AND HE OVER FILLED TANK.  THIS WAS DRIVER ERROR.,No,No,No,No,No,No,No,No,No
Paper,No,I-1988060555,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,05/10/1988,,1,LGA,NA1790,COMPOUND  CLEANING  LIQUID (CONTAINING HYDROFLUORIC ACID),CORROSIVE MATERIAL,0,0,0,0,CONTINENTAL RESEARCH CORP,DALLAS,TEXAS,Highway,,,,6,LGA,22,1,,,,,,,,Punctured,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1977050766,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,04/25/1977,,0.1250,LGA,UN1760,CORROSIVE LIQUIDS  N.O.S.,CORROSIVE MATERIAL,0,0,0,0,HYCEL INC,HOUSTON,TEXAS,Highway,,,,1.50,LGA,1,1,,,0.1250,LGA,12,1,,,Loose Closure  Component  or Device,,No,No,No,No,No,No,No,No,No
Paper,No,I-1979100510,MC LEAN TRUCKING COMPANY,,WASHINGTON,DC,10/04/1979,,2,LGA,UN1760,CORROSIVE LIQUIDS  N.O.S.,CORROSIVE MATERIAL,0,0,0,0,R D I INC,KENNER,LOUISIANA,Highway,,,,20,LGA,11,1,,,,,,,Basic Material,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1988030374,STEUART PETROLEUM CO,,WASHINGTON,DC,03/17/1988,,5,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Web,No,E-2008010392,GRIFFITH ENERGY SERVICES  INC.,3883 CONNECTICUT AVE,WASHINGTON,DC,11/01/2007,1135,10,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,2525,GRIFFITH ENERGY SERVICES  INC.,HYATTSVILLE,MARYLAND,Highway,,Metal,IBC,550,LGA,1,1,,,,,,,Vent,Leaked,Defective Component or Device,DRIVER WENT OUT TO FILL GENERATOR TANK AND VENT MALFUNCTIONED CAUSING 10 GALLONS OF OIL TO SPILL INTO CONTAINMENT AREA. CUSTOMER CALLED REMEDIATION COMPANY AND OIL SPILL WAS PROPERLY CLEANED  CONTAINED AND DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-1989110030,GRIFFITH CONSUMERS CO,,WASHINGTON,DC,10/26/1989,,0.50,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,GRIFFITH CONSUMERS CO,CHEVERLY,MARYLAND,Highway,,,,3000,LGA,1,1,,,,,,,Auxiliary Valve; Piping or Fittings,; ,Defective Component or Device; ,,No,No,No,No,No,No,No,No,No
Paper,No,I-1993121061,GRIFFITH ENERGY SERVICES  INC.,5905 33RD NW 20015,WASHINGTON,DC,12/05/1993,1959,3,LGA,NA1993,FUEL OIL,COMBUSTIBLE LIQUID,0,0,0,28,GRIFFITH CONSUMERS COMPANY  INC,CHEVERLY,MARYLAND,Highway,,,,3400,LGA,1,1,,,,,,,,,,DRIVER WAS FILLING THE TANK FOR HOMEOWNERS AND THE VENT WAS NOT IN THE PROPER LOCATION TO FILL SAFELY.  DRIVER OVER FILLED TANK  SPILL WAS CLEANED UP.,No,No,No,No,No,No,No,No,No
Paper,No,I-1976060208,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,04/14/1976,,2,LGA,UN1263,PAINT INCLUDING PAINT  LACQUER  ENAMEL  STAIN  SHELLAC SOLUTIONS  VARNISH  POLISH  LIQUID FILLER AND LIQUID LACQUER BASE,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,WESTERN SPECIALTY COATING CO,DALLAS,TEXAS,Highway,,,,2,LGA,6,1,,,1,LGA,,2,,,Improper Preparation for Transportation,,No,No,No,No,No,No,No,No,No
Paper,No,I-1984010112,STEUART PETROLEUM CO,,WASHINGTON,DC,12/24/1983,,450,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-1976110570,YELLOW FREIGHT SYSTEM INC,,WASHINGTON,DC,10/14/1976,,1,LGA,UN1263,PAINT RELATED MATERIAL INCLUDING PAINT THINNING  DRYING  REMOVING  OR REDUCING COMPOUND,FLAMMABLE - COMBUSTIBLE LIQUID,0,0,0,0,KEMIKO INCORPORATED,SOUTH EL MONTE,CALIFORNIA,Highway,,,,5,LGA,2,1,,,,,,,Basic Material,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1989020529,GRIFFITH CONSUMERS CO,,WASHINGTON,DC,01/31/1989,,20,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,B P OIL CO (BRITISH PETROLEUM),WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,4600,LGA,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,No,I-1994111478,REMAC USA INC,1525 W ST NE,WASHINGTON,DC,11/03/1994,1800,0.1250,LGA,UN2809,MERCURY,CORROSIVE MATERIAL,0,0,0,2300,INTERNAL REVENUE SERVICE,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,225,LGA,4,1,,,,,,,,,Dropped,DURING THE LOADING OF A SIX (6) WHEEL STRAIGHT TRUCK  AN 1 800 POUND HOLLOWED OUT STEEL SLAB CONTAINING MERCURY FELL FROM A RAISED FORKLIFT. UPON IMPACT WITH THE GROUND (PAVED PARKING AREA OF TRUCKING FACILITY)  A PLUG IN THE TOP OF THE SLAB POPPED OUT. THIS CAUSED A SPILL OF APPROX. ONE PINT OF MERCURY. THE SPILL WAS IMMEDIATELY CONTAINED BY TRAINED WORKERS ON-SITE. THE SPILL MATERIAL WAS OVERPACKED IN AN 85 GAL. SALVAGE DRUM AND MANIFEST NO. NYB5331177). PER 40 CFR 302.6  NOTICE OF THE SPILL WAS GIVEN TO THE NATIONAL RESPONSE CENTER (REPORT #268-231 ON 11/3/94.,No,No,No,No,No,No,No,No,No
Paper,No,I-1983110210,STEUART PETROLEUM CO,,WASHINGTON,DC,11/12/1982,,10,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,0,STEUART INVESTMENT COMPANY INC,WASHINGTON,DISTRICT OF COLUMBIA,Highway,,,,,,1,1,,,,,,,,,,,No,No,No,No,No,No,No,No,No
Paper,Yes,I-1975010691,TRI-STATE MOTOR TRANSIT CO,,WASHINGTON,DC,01/22/1975,,0,,UN2982,RADIOACTIVE MATERIAL  N.O.S.,RADIOACTIVE MATERIAL,0,0,0,0,HITTMAN NUCLEAR & DEV CORP,COLUMBIA,MARYLAND,Highway,,,,55,LGA,82,,,,,,,,,,Vehicular Crash or Accident Damage,,No,No,No,No,No,No,No,No,No
Paper,No,I-1981010179,E BROOK MATLACK INC,,WASHINGTON,DC,12/22/1980,,500,LGA,UN1223,KEROSENE,COMBUSTIBLE LIQUID,0,0,0,0,EXXON OIL,NEWINGTON,VIRGINIA,Highway,,,,8000,LGA,1,1,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No
Paper,No,I-2014100270,QUALITY CARRIERS  INC.,,WASHINGTON,DC,09/30/2014,1800,5,LGA,UN1824,SODIUM HYDROXIDE  SOLUTION,CORROSIVE MATERIAL,0,0,1,0,AXIALL  LLC,PHILADELPHIA,PENNSYLVANIA,Highway,MC312,,,5787.50,LGA,1,1,,,,,,,Hose,Leaked,Human Error,Carrier at consignee to off load  carrier hooked up hose to trailer valve  air hose from consignee building to hose connection  laid hose down up on deck  cracked side valve to take samples and the air was on causing the hose to jump around from the pressure and hazardous product sprayed out the hose end on the concrete and consignee employee. Consignee employee washed under shower  went the health clinic on site and was treated for a minor rash area on legs. Carrier and consignee washed down the product into drain system. Carrier or consignee failed to check the valve on the air line was close prior to taking samples. Event 43221,No,No,No,No,No,No,No,No,No
Paper,No,I-2002071171,GRIFFITH ENERGY SERVICES  INC.,660 MORTON PLACE NE,WASHINGTON,DC,06/18/2002,0945,0.25,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,26,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3000,LGA,1,1,,,,,,,,,,A SMALL OUTAGE OCCURRED  WHICH WAS CONTAINED  CLEANED UP AND PROPERLY DISPOSED OF.,No,No,No,No,No,No,No,No,No
Paper,No,I-2001091147,GRIFFITH ENERGY SERVICES  INC.,1111 PENNSYLVANIA AVE NW,WASHINGTON,DC,08/06/2001,1135,1,LGA,NA1993,FUEL OIL  NO. 1  2  4  5  OR 6,COMBUSTIBLE LIQUID,0,0,0,102,GRIFFITH ENERGY SERVICES  INC.,CHEVERLY,MARYLAND,Highway,,,,3400,LGA,1,1,,,,,,,,,,OVERFILL OCCURRED  WHICH WAS CONTAINED  CLEANED UP AND PROPERLY DISPOSED.,No,No,No,No,No,No,No,No,No
